gene,0,12,24,48,72,Cluster
A17C_Medtr6g053550_rep1,133.22,117.23,184.18,122.79,134.24,Mtr-Shoot-DTW012-DPGP003
A17C_Medtr6g047570_rep1,7.41,36.98,21.68,18.21,21.19,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr7g093720_rep1,19.22,21.22,23,25.67,23.72,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr7g073340_rep1,19.07,38.56,30.36,27.26,24.79,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr4g068190_rep1,153.94,82.1,113.23,118.11,121.9,Mtr-Shoot-DTW011-DPGP001
A17C_Medtr2g030630_rep1,16.78,25.08,17.08,17.99,18.05,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr7g055923_rep1,13.69,13.43,23.55,23.38,20.63,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr5g095420_rep1,0.49,2.54,0.48,0.48,0.64,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr6g015505_rep1,0.34,0.8,0.71,0.87,1.26,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr5g062430_rep1,9.11,27.6,8.73,10.04,13.03,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr5g044980_rep1,3.35,6.29,3.54,4.52,4.11,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr4g119390_rep1,16.19,16.95,15.79,17.6,15.99,Mtr-Shoot-DTW023-DPGP002
A17C_Medtr1g090130_rep1,15.37,20.99,25.99,28.85,29.22,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr3g072130_rep1,0,0.08,0.09,0.15,0.24,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr7g106640_rep1,13.45,17.04,20.1,22.19,22.23,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr3g079480_rep1,19.96,40.47,33.18,38.17,38.31,Mtr-Shoot-DTW015-DPGP001
A17C_Medtr2g102267_rep1,0.64,0.15,0.41,1.58,0.7,Mtr-Shoot-DTW040-DPGP001
A17C_Medtr5g077070_rep1,104.21,157.81,123.09,132.78,134.55,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr6g065400_rep1,26.78,33.68,20.46,19.53,20.92,Mtr-Shoot-DTW043-DPGP001
A17C_Medtr7g089120_rep1,94.39,204.65,134.44,124.93,108.4,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr3g013635_rep1,161.6,152.6,172.47,177.81,191.17,Mtr-Shoot-DTW007-DPGP001
A17C_Medtr7g016780_rep1,2.31,1.55,1.34,9.76,6.31,Mtr-Shoot-DTW022-DPGP001
A17C_Medtr5g022970_rep1,56.85,37.44,53.33,67.29,81.42,Mtr-Shoot-DTW037-DPGP002
A17C_Medtr1g082760_rep1,0.26,0,0.05,0.26,0.31,Mtr-Shoot-DTW016-DPGP001
A17C_Medtr4g095660_rep1,29.36,79.83,46.82,56.22,36.08,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr4g125810_rep1,12.96,22.5,14.67,15.75,16.93,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr3g085050_rep1,11.61,11.34,11.57,11.7,12.41,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr1g021610_rep1,1.21,1.21,1.1,2.98,2.91,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr8g041880_rep1,5.73,3.82,12.89,16.15,16.11,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr1g106040_rep1,28.3,30.09,35.63,40.57,41.4,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr7g111350_rep1,106.01,206.23,89.68,111.36,112.29,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr2g437700_rep1,10.57,12.89,9.49,9.96,8.34,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr2g099690_rep1,7.41,17.38,7.82,9.12,8.83,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr5g055680_rep1,9.67,14.95,10.02,16.78,17.21,Mtr-Shoot-DTW015-DPGP001
A17C_Medtr3g069290_rep1,0.17,0.99,0.16,0.08,0.29,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr5g055800_rep1,4.45,14.3,5.5,8.47,9.21,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr2g072250_rep1,68.09,130.7,60.91,74.44,73.44,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr5g014140_rep1,23.53,34.01,21.4,19.81,17.35,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr4g132270_rep1,30.32,81.38,26.68,33.84,59.16,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr4g116410_rep1,57.19,63.59,79.19,92.9,103.19,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr3g115490_rep1,1.56,1.15,3.12,4.16,4.48,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr2g085330_rep1,41.34,54.63,55.49,60.9,62.71,Mtr-Shoot-DTW015-DPGP001
A17C_Medtr1g085620_rep1,19.26,53.92,25.46,29.27,22.82,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr5g027900_rep1,0.09,0.05,0.12,0.22,0.21,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr5g014430_rep1,199.75,89.6,264.71,257.15,256.47,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr3g112230_rep1,6.74,12.56,8.13,9.31,7.76,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr1g070190_rep1,28.75,26.03,46.28,53.45,45.18,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr8g073950_rep1,0.13,0,0.03,0.09,0.03,Mtr-Shoot-DTW031-DPGP001
A17C_Medtr1g070435_rep1,58.65,117.21,53.05,47.46,56.83,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr5g091390_rep1,2.17,3.23,2.65,2.5,4.29,Mtr-Shoot-DTW024-DPGP001
A17C_Medtr1g111590_rep1,1.95,7.92,2.24,2.24,1.99,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr2g037990_rep1,45.17,47.29,52.25,60.61,63.01,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr4g028360_rep1,76.03,187.94,57.52,54.55,54.45,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr2g090140_rep1,59.69,61.53,47.06,37.96,36.43,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr8g031290_rep1,0.25,0.37,0.18,0.89,0.97,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr1g060600_rep1,44.54,42.06,60.6,64.46,64.49,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr3g449620_rep1,26.28,11.8,36.65,36.93,43.72,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr1g101970_rep1,0.44,2.06,1.06,0.76,0.71,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr3g082700_rep1,2.14,4.9,5.4,10.03,13.75,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr1g090090_rep1,0,1.86,0.21,0.31,0.28,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr7g091230_rep1,18.37,19.53,22.1,23.76,23.45,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr2g010430_rep1,41.99,133.22,49.52,49.29,50.46,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr2g044880_rep1,66.97,40.29,69.01,72.14,71.25,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr1g029550_rep1,2.42,2.43,3.12,5.26,5.43,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr1g089630_rep1,6.31,18.79,12.03,9.5,5.96,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr5g006795_rep1,5.94,2.7,4.68,4.46,3.36,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr3g108770_rep1,90.13,66.77,85.99,79.23,87.43,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr7g014880_rep1,7.93,0,5.93,8.11,10.66,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr3g107717_rep1,176.96,214.73,262.95,266.08,245.38,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr2g039940_rep1,1.18,2.81,1.91,1.75,1.78,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr4g108870_rep1,1.22,3.59,1.15,1.2,2.14,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr2g082580_rep1,84.81,247.33,62.21,61.36,63.45,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr2g031990_rep1,6.33,3.89,6.48,5.07,5.43,Mtr-Shoot-DTW023-DPGP001
A17C_Medtr3g111190_rep1,225.66,103.4,182.6,175.66,165.93,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr5g012080_rep1,0.86,2.49,1.44,1.13,1.28,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr5g064120_rep1,4.66,8.47,3.63,3.14,3.79,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr1g075740_rep1,15.95,12.23,16.71,17.15,16.83,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr7g111760_rep1,7.07,16.5,7.37,7.14,7.16,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr5g083780_rep1,12.13,13.51,17.29,19.79,22.83,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr3g081560_rep1,3.81,6.73,3.63,5.16,3.94,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr8g027770_rep1,11.37,51.25,15.33,13.31,9.55,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr2g063510_rep1,28.99,72.8,24.48,23.05,24.02,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr4g013350_rep1,9.18,29.55,12.23,17.78,20.86,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr8g011950_rep1,1.63,6.13,1.75,2.17,2.36,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr2g084020_rep1,2.16,5.39,1.56,4.07,4.16,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr3g105050_rep1,27.63,49.15,23.46,20.89,21.27,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr2g029270_rep1,67.2,70.2,94.01,105.87,129.07,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr3g116080_rep1,34.19,75.43,60.6,34.31,31.91,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr2g435590_rep1,10.84,13.19,14.91,15.98,19.67,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr8g061360_rep1,39.89,5.03,20.08,17.28,29.7,Mtr-Shoot-DTW011-DPGP001
A17C_Medtr8g027745_rep1,0.42,0.26,0.12,0.6,0.78,Mtr-Shoot-DTW039-DPGP002
A17C_Medtr1g100070_rep1,18.55,3.48,15.91,10.68,14.47,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr1g010150_rep1,21.99,68.73,19.75,17.52,16.11,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr4g129760_rep1,62.52,7.37,26.03,34.33,30.27,Mtr-Shoot-DTW011-DPGP001
A17C_Medtr2g093180_rep1,1.74,0.74,1.31,1.25,0.84,Mtr-Shoot-DTW031-DPGP001
A17C_Medtr2g041090_rep1,4.24,2.9,2.89,6.6,8.32,Mtr-Shoot-DTW009-DPGP001
A17C_Medtr8g032830_rep1,3.08,6.23,4.02,5.37,4.6,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr4g107630_rep1,25.95,8.4,20.65,19.52,20.49,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr1g102350_rep1,9.32,20.02,9.99,9.36,11.46,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr2g010970_rep1,2.05,9.13,8.16,6.98,4.94,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr5g081460_rep1,8.73,6.41,8.26,9.58,10.17,Mtr-Shoot-DTW037-DPGP001
A17C_Medtr1g104937_rep1,2.37,12.17,4.32,3.89,3.77,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr8g095110_rep1,2.73,4.34,7.12,14.34,9.51,Mtr-Shoot-DTW022-DPGP001
A17C_Medtr4g099450_rep1,2.34,0.53,2.1,2.12,1.96,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr7g076530_rep1,21.5,14.45,31.45,37.1,40.85,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr5g089330_rep1,19.31,19.95,23.06,24.24,21.59,Mtr-Shoot-DTW013-DPGP001
A17C_Medtr3g086630_rep1,8.64,2.07,5.65,5.55,5.18,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr4g076990_rep1,17.08,11.03,18.01,17.16,18.26,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr5g082620_rep1,23.57,35.75,21.66,19.49,19.27,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr1g050512_rep1,9.21,8.35,10.07,10.65,9.48,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr0795s0020_rep1,1.29,6.03,3.11,6.2,4.71,Mtr-Shoot-DTW015-DPGP001
A17C_Medtr8g096580_rep1,20.96,23.96,25.17,13.89,8.51,Mtr-Shoot-DTW032-DPGP001
A17C_Medtr8g095090_rep1,12.14,18.56,21.46,19.76,20,Mtr-Shoot-DTW015-DPGP002
A17C_Medtr1g022485_rep1,116.57,88.04,106.81,104.37,99.62,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr8g018480_rep1,1.26,2.27,1.04,2.02,2.13,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr2g081770_rep1,20.92,6.81,13.73,25.75,16.03,Mtr-Shoot-DTW040-DPGP001
A17C_Medtr3g072380_rep1,28.61,27.54,28.71,34.01,34.37,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr4g092580_rep1,0.17,0,0,0,0,Mtr-Shoot-DTW019-DPGP001
A17C_Medtr3g077750_rep1,2.28,4.51,3.68,2.99,2.68,Mtr-Shoot-DTW025-DPGP001
A17C_Medtr5g044260_rep1,2.32,3.57,1.39,1.95,2.15,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr3g101490_rep1,7.22,13.56,7.13,8.26,7.05,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr7g063260_rep1,20.26,25.77,14.88,12.32,19.92,Mtr-Shoot-DTW043-DPGP001
A17C_Medtr5g027980_rep1,40.63,4.87,35.81,32.75,33.17,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr3g116250_rep1,17.7,14.05,17.92,17.25,14.99,Mtr-Shoot-DTW030-DPGP001
A17C_Medtr7g009730_rep1,0.04,0,0.04,0.14,0.05,Mtr-Shoot-DTW040-DPGP001
A17C_Medtr4g054960_rep1,56.2,26.33,62.46,67.47,66.32,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr3g070500_rep1,3.86,11.85,5.18,5.55,5.02,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr1g077140_rep1,0.12,1.39,2.17,1.41,0.33,Mtr-Shoot-DTW013-DPGP002
A17C_Medtr4g125600_rep1,1702.45,1459.13,1502.78,1445.83,1432.57,Mtr-Shoot-DTW019-DPGP001
A17C_Medtr1g110210_rep1,9.12,5.28,5.4,5.23,5.18,Mtr-Shoot-DTW019-DPGP001
A17C_Medtr7g031310_rep1,7.07,11.88,8.65,11.11,8.53,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr2g104040_rep1,17.48,24.02,14.33,14.39,15.45,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr4g102890_rep1,2.4,5.32,4.89,7.31,9.34,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr7g098290_rep1,45.7,41.59,57.43,63.18,65.31,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr1g115315_rep1,17.03,41.57,22.08,27.22,24.05,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr3g109280_rep1,10.6,30.25,14.71,14.23,11.54,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr4g048000_rep1,5.72,30.58,17.63,24.95,23.64,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr2g029820_rep1,80.79,62.17,82.14,118.26,113.99,Mtr-Shoot-DTW037-DPGP002
A17C_Medtr2g013980_rep1,12.79,11.59,14.24,15.49,15.26,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr4g133230_rep1,97.34,5.4,55.46,44.55,45.51,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr8g065010_rep1,17.3,15.34,7.34,7.12,9.5,Mtr-Shoot-DTW043-DPGP001
A17C_Medtr3g099140_rep1,62.79,114.38,42.54,38.6,44.84,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr7g082510_rep1,0.42,1.97,0.54,1.43,1.28,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr3g106700_rep1,7.08,6.34,7.37,7.3,6.35,Mtr-Shoot-DTW030-DPGP001
A17C_Medtr3g047890_rep1,3.47,12.44,3.55,3.71,4.49,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr3g091290_rep1,7.3,22.38,9.46,10.01,8.01,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr2g086680_rep1,2.1,2.19,6.45,6.83,5.79,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr4g034770_rep1,19.62,17.83,10.57,8.73,8.94,Mtr-Shoot-DTW034-DPGP001
A17C_Medtr7g073990_rep1,41.47,58.93,33.62,33.96,40.7,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr2g035450_rep1,1.37,2.69,1.37,1.68,1.33,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr6g085170_rep1,11.57,8.17,17.14,17.74,18.54,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr2g018690_rep1,11.58,24.98,12.15,14.04,12.12,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr7g059150_rep1,16.76,10.78,23.97,22.84,23.66,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr4g056600_rep1,12.85,6.35,12.72,9.97,10.96,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr6g014195_rep1,11.43,32.81,11.96,11.86,7.27,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr1g069355_rep1,14.44,9.74,16.11,18,15.02,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr8g087710_rep1,0.97,3.7,2.59,4.63,4.95,Mtr-Shoot-DTW015-DPGP001
A17C_Medtr4g095740_rep1,4.45,13.29,3.27,8.52,6.61,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr4g076440_rep1,0.94,0.61,1.54,4.08,4.11,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr4g019450_rep1,2.51,5.73,3.52,4.3,5.33,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr2g047912_rep1,2.4,3.17,2.25,2.45,2.72,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr8g100135_rep1,549.96,440.17,713.07,425.36,381.5,Mtr-Shoot-DTW042-DPGP002
A17C_Medtr3g048940_rep1,13.34,28.15,13.28,15.37,13.97,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr3g100090_rep1,5.3,8.75,5.04,5.72,5.53,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr1g090290_rep1,30.09,4.09,26.59,47.07,51.72,Mtr-Shoot-DTW037-DPGP002
A17C_Medtr1g116270_rep1,96.68,55.03,69.45,50.67,55.65,Mtr-Shoot-DTW031-DPGP001
A17C_Medtr6g015395_rep1,39.35,45.23,50.79,64.59,65.31,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr2g026820_rep1,0.22,0.43,0.5,0.81,0.61,Mtr-Shoot-DTW022-DPGP001
A17C_Medtr7g078780_rep1,4.65,8.31,5.15,6.95,5.67,Mtr-Shoot-DTW020-DPGP001
A17C_Medtr1g045930_rep1,20.74,16.88,30.72,29.68,26.68,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr5g025960_rep1,102.53,104.01,101.63,102.2,103.58,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr5g043650_rep1,4.13,36.71,14.32,15.29,15.18,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr8g032270_rep1,8.18,15.57,8.33,10,8.6,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr4g060900_rep1,18.03,12.48,25.03,21.94,20.02,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr3g033520_rep1,27.32,16.2,28.13,26.14,25.71,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr1g069585_rep1,82.72,68.74,103.55,106.99,105.37,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr1g013150_rep1,10.25,2.24,10.33,9.25,10.26,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr5g037050_rep1,8.28,10.99,7.9,6.03,7.48,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr8g097290_rep1,41.23,53.56,42.96,40.85,42.25,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr3g108320_rep1,2.68,1.05,1.38,2.46,3.2,Mtr-Shoot-DTW016-DPGP001
A17C_Medtr7g095690_rep1,8.76,5.43,13.45,15.35,12.18,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr1g070020_rep1,0.04,0.24,0.32,0.46,0.69,Mtr-Shoot-DTW036-DPGP001
A17C_Medtr4g035825_rep1,55.16,73.88,42.89,42.89,35.87,Mtr-Shoot-DTW006-DPGP002
A17C_Medtr4g126170_rep1,0.61,1.08,0.31,2.31,0.97,Mtr-Shoot-DTW012-DPGP004
A17C_Medtr1g115340_rep1,17.52,7.5,26.76,26.76,26.35,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr1g059080_rep1,0.39,1.41,0.66,0.96,1.01,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr3g105730_rep1,1.71,0.99,2.32,2.31,2.53,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr5g090880_rep1,6.85,3.95,5.3,8.76,6.57,Mtr-Shoot-DTW040-DPGP001
A17C_Medtr7g070780_rep1,1.6,0.77,2,1.87,1.34,Mtr-Shoot-DTW023-DPGP001
A17C_Medtr6g011440_rep1,5.77,3.22,2.85,2.27,3.65,Mtr-Shoot-DTW019-DPGP001
A17C_Medtr3g094000_rep1,4.97,11.2,7.07,6.16,5.64,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr1g030290_rep1,20.92,33.05,19.15,18.4,19.73,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr1g025680_rep1,10.02,30.91,12.11,13.17,14.21,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr1g102470_rep1,16.27,15.01,29.25,21.16,26.4,Mtr-Shoot-DTW021-DPGP002
A17C_Medtr2g081810_rep1,28.48,55.73,42.45,45.1,40.88,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr1g076930_rep1,0,0.04,0.03,0.33,1.33,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr4g050990_rep1,0.09,0.2,0.23,3.82,0.09,Mtr-Shoot-DTW012-DPGP004
A17C_Medtr4g063935_rep1,3.53,1.89,2.51,4.27,5.03,Mtr-Shoot-DTW037-DPGP001
A17C_Medtr7g081420_rep1,1.46,5.25,0.97,0.43,0.69,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr4g052290_rep1,0.08,0.02,0.12,0.2,0.63,Mtr-Shoot-DTW014-DPGP001
A17C_Medtr5g018210_rep1,2.69,3.74,4.48,6.71,5.27,Mtr-Shoot-DTW022-DPGP001
A17C_Medtr8g103540_rep1,3.68,7.74,3.12,3.48,5.6,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr8g006970_rep1,110.92,92.28,119,113.19,125.4,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr3g061110_rep1,1.37,1.42,0.82,1.12,0.53,Mtr-Shoot-DTW032-DPGP002
A17C_Medtr5g092810_rep1,22.01,13.59,29.22,30.22,28.44,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr3g463760_rep1,11.33,37.36,10.67,11.61,14.82,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr4g084140_rep1,7.97,13.23,8.2,8.71,7.18,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr4g134190_rep1,0.71,1.66,0.7,0.78,0.86,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr5g090670_rep1,0.32,0.14,0.89,0.91,0.79,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr5g064480_rep1,3.15,8.41,3.98,4.11,3.81,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr2g014030_rep1,66.65,63.77,89.24,99.55,99.56,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr3g086450_rep1,0.1,0.81,0.04,0.06,0.04,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr6g021510_rep1,11.44,16.4,10.51,10.38,10.12,Mtr-Shoot-DTW042-DPGP001
A17C_Medtr3g088860_rep1,23.55,22.61,30.25,32.25,28.47,Mtr-Shoot-DTW010-DPGP001
A17C_Medtr2g079420_rep1,240.36,95.7,193.14,188.38,201.87,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr1g054070_rep1,47.33,32.45,44.61,40.26,44.96,Mtr-Shoot-DTW028-DPGP001
A17C_Medtr3g106850_rep1,13.4,13.13,9.03,7.16,7.1,Mtr-Shoot-DTW034-DPGP001
A17C_Medtr1g080020_rep1,8.41,8.61,11.52,15.58,16.66,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr4g098650_rep1,2.3,5.22,2.55,3.16,2.82,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr7g406870_rep1,23.09,29.36,30.69,37.88,36.35,Mtr-Shoot-DTW029-DPGP001
A17C_Medtr6g015780_rep1,163.15,316.31,167.58,193.31,188.18,Mtr-Shoot-DTW041-DPGP001
A17C_Medtr4g105070_rep1,7.85,4.86,7.03,6.17,6.35,Mtr-Shoot-DTW004-DPGP001
A17C_Medtr7g017570_rep1,5.67,7.68,4.67,5.26,5.01,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr4g107970_rep1,0.72,0.08,0.15,1.06,0.83,Mtr-Shoot-DTW016-DPGP001
A17C_Medtr8g038880_rep1,12.57,29.13,14.9,15.08,15.64,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr2g005930_rep1,40.02,36.88,45.6,49.11,44.57,Mtr-Shoot-DTW026-DPGP001
A17C_Medtr5g029650_rep1,7.74,4.12,9.29,9.54,9.04,Mtr-Shoot-DTW003-DPGP001
A17C_Medtr4g079680_rep1,5.59,15.1,7.24,8.7,7.55,Mtr-Shoot-DTW038-DPGP001
A17C_Medtr5g015370_rep1,104.74,81.57,107.21,105.07,108.64,Mtr-Shoot-DTW017-DPGP001
A17C_Medtr7g012820_rep1,195.9,37.47,250.72,308.95,264.26,Mtr-Shoot-DTW039-DPGP001
A17C_Medtr2g041550_rep1,53.25,1435.81,80.08,22.28,63.91,Mtr-Shoot-DTW012-DPGP001
A17C_Medtr6g065460_rep1,0.47,0.59,0.15,0,0,Mtr-Shoot-DTW006-DPGP001
A17C_Medtr2g074870_rep1,0.15,3.59,0.13,0.01,0.3,Mtr-Shoot-DTW012-DPGP002
A17C_Medtr4g014540_rep1,53.97,200.98,82.26,49.9,35.01,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr5g071010_rep1,1.31,3.24,1.28,1.16,2.45,Mtr-Shoot-DTW021-DPGP001
A17C_Medtr3g111840_rep1,20.48,30.43,15.25,15.19,21.06,Mtr-Shoot-DTW001-DPGP001
A17C_Medtr4g093600_rep1,19.62,65.34,36.93,45.47,43.93,Mtr-Shoot-DTW005-DPGP001
A17C_Medtr8g076250_rep1,3.95,6.5,4.91,4.2,3.21,Mtr-Shoot-DTW008-DPGP001
A17C_Medtr7g021860_rep1,0.08,0.06,0.11,0.35,0.3,Mtr-Shoot-DTW002-DPGP001
A17C_Medtr4g051622_rep1,2.81,0.61,1.66,3.79,5.51,Mtr-Shoot-DTW037-DPGP001
A17C_Medtr3g077860_rep1,1.88,3.63,2.22,2.66,2.15,Mtr-Shoot-DTW038-DPGP001
